,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition
49,120.0,32.0,4500.0,6.0,5.0,1998.0,1998.0,116.0,897.0,0.0,319.0,1216.0,1216.0,0.0,0.0,1216.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1998.0,2.0,402.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,Gd,Y,TA,Typ,N,New,Partial
50,70.0,60.0,7200.0,7.0,7.0,1920.0,1950.0,0.0,0.0,0.0,596.0,596.0,998.0,764.0,0.0,1762.0,1.0,0.0,1.0,1.0,4.0,1.0,8.0,0.0,1989.0,2.0,576.0,36.0,0.0,221.0,0.0,0.0,0.0,0.0,10.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,TA,Typ,Y,WD,Normal
51,60.0,59.0,11796.0,7.0,5.0,2004.0,2005.0,0.0,0.0,0.0,847.0,847.0,847.0,1112.0,0.0,1959.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2004.0,2.0,434.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,TA,Typ,Y,WD,Normal
52,20.0,69.61401673640168,11250.0,6.0,6.0,1977.0,1977.0,0.0,767.0,0.0,441.0,1208.0,1208.0,0.0,0.0,1208.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1977.0,2.0,546.0,198.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,GasA,TA,Y,TA,Typ,Y,WD,Normal
53,50.0,78.0,11344.0,5.0,5.0,1958.0,1958.0,180.0,460.0,0.0,414.0,874.0,874.0,650.0,0.0,1524.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,1958.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,RM,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,GasA,TA,N,TA,Typ,Y,WD,Normal
54,50.0,40.0,5436.0,4.0,8.0,1922.0,2007.0,0.0,735.0,0.0,61.0,796.0,796.0,358.0,0.0,1154.0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1922.0,1.0,240.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,RL,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,Gd,TA,CBlock,GasA,Gd,Y,Gd,Typ,Y,WD,Normal
55,20.0,60.0,7200.0,5.0,5.0,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0,1048.0,0.0,0.0,1048.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1950.0,2.0,420.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,TA,Min1,Y,WD,Normal
56,30.0,50.0,5784.0,5.0,8.0,1938.0,1996.0,0.0,0.0,0.0,190.0,190.0,886.0,0.0,0.0,886.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1938.0,1.0,273.0,144.0,20.0,80.0,0.0,0.0,0.0,0.0,12.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,WD,Normal
57,90.0,69.61401673640168,7032.0,5.0,5.0,1979.0,1979.0,0.0,943.0,0.0,0.0,943.0,943.0,0.0,0.0,943.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,1979.0,2.0,600.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Abnorml
58,60.0,75.0,9803.0,7.0,5.0,2005.0,2005.0,0.0,400.0,0.0,466.0,866.0,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,2005.0,2.0,603.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
59,60.0,108.0,14774.0,9.0,5.0,1999.0,1999.0,165.0,0.0,0.0,1393.0,1393.0,1422.0,1177.0,0.0,2599.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1999.0,3.0,779.0,668.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,RL,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
60,20.0,70.0,10150.0,5.0,5.0,1958.0,1958.0,1.0,456.0,0.0,456.0,912.0,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1958.0,1.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,TA,Typ,Y,WD,Normal
61,20.0,70.0,12702.0,5.0,5.0,1956.0,1956.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1956.0,1.0,308.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
62,120.0,34.0,4060.0,6.0,5.0,1998.0,1999.0,0.0,266.0,0.0,1139.0,1405.0,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1998.0,2.0,511.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,TA,N,Fa,Typ,N,WD,Normal
63,20.0,107.0,13891.0,10.0,5.0,2006.0,2006.0,103.48106712564544,1386.0,0.0,690.0,2076.0,2076.0,0.0,0.0,2076.0,1.0,0.0,2.0,1.0,2.0,1.0,7.0,1.0,2006.0,3.0,850.0,216.0,229.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
64,60.0,65.0,12257.0,8.0,5.0,1995.0,1995.0,513.0,56.0,64.0,1198.0,1318.0,1328.0,1203.0,0.0,2531.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1995.0,3.0,752.0,222.0,98.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,RM,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,GasA,Gd,Y,TA,Typ,Y,WD,Normal
65,50.0,60.0,7200.0,5.0,7.0,1937.0,1950.0,252.0,569.0,0.0,162.0,731.0,981.0,787.0,0.0,1768.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,1939.0,1.0,240.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,6.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
66,120.0,44.0,4750.0,8.0,5.0,2006.0,2007.0,481.0,1573.0,0.0,0.0,1573.0,1625.0,0.0,0.0,1625.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,2006.0,2.0,538.0,123.0,0.0,0.0,0.0,153.0,0.0,0.0,12.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
67,50.0,69.61401673640168,159000.0,6.0,7.0,1958.0,2006.0,472.0,697.0,0.0,747.0,1444.0,1444.0,700.0,0.0,2144.0,0.0,1.0,2.0,0.0,4.0,1.0,7.0,2.0,1958.0,2.0,389.0,0.0,98.0,0.0,0.0,0.0,0.0,500.0,6.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,TA,Min1,Y,WD,Normal
68,75.0,75.0,13500.0,10.0,9.0,1893.0,2000.0,0.0,0.0,0.0,1237.0,1237.0,1521.0,1254.0,0.0,2775.0,0.0,0.0,3.0,1.0,3.0,1.0,9.0,1.0,1988.0,2.0,880.0,105.0,502.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
69,80.0,78.0,12090.0,6.0,7.0,1984.0,2003.0,74.0,0.0,0.0,585.0,585.0,1140.0,728.0,0.0,1868.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,1.0,1984.0,2.0,477.0,268.0,112.0,0.0,0.0,147.0,0.0,0.0,1.0,2007.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
70,20.0,70.0,9100.0,7.0,5.0,2000.0,2000.0,244.0,1400.0,0.0,125.0,1525.0,1525.0,0.0,0.0,1525.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2000.0,2.0,541.0,219.0,36.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,Gd,TA,CBlock,GasW,TA,Y,TA,Typ,Y,WD,Normal
71,20.0,89.0,10991.0,8.0,5.0,2007.0,2007.0,80.0,0.0,0.0,1571.0,1571.0,1571.0,0.0,0.0,1571.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2007.0,3.0,722.0,100.0,36.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,GasA,Ex,Y,TA,Typ,Y,WD,Normal
72,30.0,67.0,8777.0,5.0,7.0,1910.0,1950.0,0.0,0.0,0.0,796.0,796.0,796.0,0.0,0.0,796.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1978.1405405405405,0.0,0.0,328.0,0.0,164.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
73,70.0,60.0,6600.0,5.0,4.0,1892.0,1965.0,0.0,0.0,0.0,994.0,994.0,1378.0,994.0,0.0,2372.0,0.0,0.0,2.0,0.0,4.0,2.0,11.0,0.0,1985.0,1.0,432.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,TA,Typ,Y,WD,Normal
74,80.0,69.61401673640168,10784.0,7.0,5.0,1991.0,1992.0,76.0,0.0,0.0,384.0,384.0,802.0,670.0,0.0,1472.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1991.0,2.0,402.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,WD,Normal
75,80.0,69.61401673640168,10246.0,4.0,9.0,1965.0,2001.0,0.0,648.0,0.0,0.0,648.0,960.0,0.0,0.0,960.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1965.0,1.0,364.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,GasA,Gd,N,TA,Typ,Y,WD,Normal
76,60.0,60.0,21930.0,5.0,5.0,2005.0,2005.0,0.0,0.0,0.0,732.0,732.0,734.0,1104.0,0.0,1838.0,0.0,0.0,2.0,1.0,4.0,1.0,7.0,1.0,2005.0,2.0,372.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Normal
77,20.0,78.0,10140.0,6.0,6.0,1974.0,1999.0,99.0,663.0,377.0,0.0,1040.0,1309.0,0.0,0.0,1309.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,1974.0,2.0,484.0,265.0,0.0,0.0,0.0,0.0,648.0,0.0,1.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,TA,Typ,Y,WD,Normal
78,60.0,105.0,13693.0,9.0,5.0,2006.0,2006.0,772.0,0.0,0.0,2153.0,2153.0,2069.0,574.0,0.0,2643.0,0.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2006.0,3.0,694.0,414.0,84.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,TA,Min1,Y,WD,Normal
79,50.0,52.0,5720.0,5.0,6.0,1941.0,1950.0,0.0,0.0,0.0,676.0,676.0,676.0,455.0,0.0,1131.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,1941.0,1.0,200.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,N,TA,Typ,Y,WD,Normal
80,90.0,60.0,7596.0,5.0,5.0,1952.0,1952.0,360.0,0.0,0.0,960.0,960.0,960.0,1000.0,0.0,1960.0,0.0,0.0,2.0,0.0,4.0,2.0,10.0,0.0,1952.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,GasA,Gd,Y,TA,Typ,Y,WD,Normal
81,20.0,71.0,9204.0,5.0,5.0,1963.0,1963.0,0.0,25.0,872.0,247.0,1144.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1962.0,1.0,336.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,TA,Y,Gd,Typ,Y,WD,Normal
82,90.0,64.0,6979.0,6.0,5.0,1980.0,1980.0,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1980.0,2.0,576.0,264.0,56.0,0.0,0.0,0.0,0.0,600.0,6.0,2010.0,RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,TA,Typ,Y,WD,Normal
83,30.0,153.0,4118.0,4.0,4.0,1941.0,1950.0,0.0,0.0,0.0,693.0,693.0,693.0,0.0,0.0,693.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1978.1405405405405,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
84,20.0,79.0,9236.0,6.0,5.0,1997.0,1997.0,0.0,1200.0,0.0,279.0,1479.0,1494.0,0.0,0.0,1494.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1997.0,2.0,576.0,168.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,TA,Typ,Y,COD,Normal
85,120.0,44.0,3842.0,8.0,5.0,2004.0,2005.0,174.0,1373.0,0.0,221.0,1594.0,1646.0,0.0,0.0,1646.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,2004.0,2.0,482.0,128.0,53.0,0.0,0.0,155.0,0.0,0.0,1.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,TA,Typ,Y,WD,Normal
86,20.0,60.0,7180.0,5.0,7.0,1972.0,1972.0,0.0,390.0,0.0,474.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1989.0,1.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
87,20.0,75.0,9000.0,8.0,5.0,2008.0,2008.0,36.0,1078.0,0.0,488.0,1566.0,1566.0,0.0,0.0,1566.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2008.0,2.0,750.0,144.0,168.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
88,60.0,69.61401673640168,12936.0,6.0,6.0,1972.0,1972.0,0.0,593.0,0.0,130.0,723.0,735.0,660.0,0.0,1395.0,0.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1972.0,2.0,497.0,294.0,116.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,New,Partial
89,30.0,52.0,6240.0,4.0,5.0,1925.0,1950.0,0.0,152.0,0.0,628.0,780.0,848.0,0.0,360.0,1208.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1962.0,2.0,539.0,0.0,23.0,112.0,0.0,0.0,0.0,0.0,1.0,2009.0,C (all),Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,Fa,Fa,CBlock,GasA,TA,N,Fa,Typ,N,ConLD,Abnorml
90,70.0,51.0,6120.0,5.0,8.0,1920.0,2004.0,0.0,0.0,0.0,939.0,939.0,939.0,574.0,0.0,1513.0,0.0,0.0,1.0,1.0,4.0,1.0,8.0,0.0,1933.0,1.0,180.0,24.0,0.0,150.0,0.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,TA,Typ,Y,WD,Normal
91,50.0,52.0,6240.0,6.0,6.0,1931.0,1950.0,0.0,425.0,0.0,459.0,884.0,959.0,408.0,0.0,1367.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1978.0,1.0,560.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,11.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,GasA,TA,Y,TA,Typ,Y,WD,Normal
92,20.0,66.0,7742.0,5.0,7.0,1966.0,1966.0,0.0,763.0,0.0,192.0,955.0,955.0,0.0,0.0,955.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1966.0,1.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,Y,WD,Abnorml
93,30.0,60.0,9786.0,3.0,4.0,1922.0,1950.0,0.0,0.0,0.0,1007.0,1007.0,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1922.0,1.0,210.0,0.0,100.0,48.0,0.0,0.0,0.0,0.0,5.0,2006.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,GasA,Ex,Y,TA,Typ,Y,WD,Normal
94,190.0,100.0,34650.0,5.0,5.0,1955.0,1955.0,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1955.0,2.0,572.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,C (all),Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasW,Ex,N,TA,Typ,Y,WD,Normal
95,60.0,65.0,8125.0,7.0,5.0,2005.0,2006.0,0.0,0.0,0.0,756.0,756.0,756.0,797.0,0.0,1553.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2005.0,2.0,615.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
96,20.0,86.0,11210.0,7.0,5.0,2005.0,2006.0,240.0,20.0,0.0,1594.0,1614.0,1614.0,0.0,0.0,1614.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2005.0,3.0,865.0,144.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Ex,Gd,PConc,GasA,Gd,Y,TA,Typ,Y,WD,Normal
97,20.0,98.0,12704.0,8.0,5.0,2008.0,2009.0,306.0,0.0,0.0,2042.0,2042.0,2042.0,0.0,0.0,2042.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2009.0,3.0,1390.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,Gd,Typ,Y,WD,Normal
98,30.0,60.0,5400.0,5.0,6.0,1921.0,1968.0,0.0,0.0,0.0,1073.0,1073.0,1073.0,0.0,0.0,1073.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1968.0,1.0,326.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,12.0,2006.0,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,TA,Typ,P,WD,Normal
